Model,VIN,Level,Brand,Series,LaunchYr,LaunchMo,MSRP,Mileage,Accident,PurchasedDate,Insurance,Renovation,Cost,SalesPrice
卡罗拉 卡罗拉 1.8 手动 GLX-i,LFMARE0C670025137,CFT0718M0009,丰田,卡罗拉,2007,5,156800,82610,No,2015/2/1,3010,320,44680,50000
传祺 传祺 2.0 手自一体 豪华版,LMGBH1G53B1006391,CGC0120A0009,传祺,传祺,2010,12,156800,111221,No,2015/5/29,4660,640,53360,60000
卡罗拉 卡罗拉 1.8 手动 GLX-i,LFMARE0C180100702,CFT0718M0019,丰田,卡罗拉,2007,5,156800,71910,No,2015/6/11,1000,640,47960,54000
凯越 凯越 1.8 自动 LS 旗舰版,LSGJV52P05H025135,CGB0518A0005,别克,凯越,2005,11,156800,72112,No,2015/6/13,10198,1260,15840,19000
卡罗拉 卡罗拉 1.8 手动 GLX-i,LFMARE0C570049008,CFT0718M0009,丰田,卡罗拉,2007,5,156800,55219,No,2015/6/27,3050,2820,36780,44000
速腾 速腾 1.4TSI 双离合 时尚版,LFV2A21K7D4096458,CFV0514D0024,大众,速腾,2012,3,155800,35036,No,2015/6/17,7130,650,107350,120000
卡罗拉 卡罗拉 1.8 自动 GL-i,LFMARE2CX90217533,CFT0718A0035,丰田,卡罗拉,2007,5,154800,50360,No,2015/5/31,600,1240,59060,67000
轩逸 轩逸 2.0 无级 XL 豪华版,LGBH1AE05AY120340,CDN0420C0079,日产,轩逸,2009,4,154800,115234,No,2015/6/9,15357,4600,49400,60000
马自达3 马自达3 2.0 手动 豪华版,LVSHDFMC77F013594,CFM0120M0010,马自达,马自达3,2007,1,154800,113123,No,2015/6/19,3600,1220,31180,36000
福克斯 福克斯-两厢 2.0 手自一体 运动型,LVSHCAAC2AF475000,CCF0320A0020,福特,福克斯,2008,9,153900,86726,No,2015/3/3,4500,820,57680,65000
福克斯 福克斯-两厢 2.0 手自一体 运动型,LVSHCAAC2AF475000,CCF0320A0020,福特,福克斯,2008,9,153900,87886,No,2015/4/11,4500,820,56330,63500
福克斯 福克斯-两厢 2.0 手自一体 运动型,LVSHCAAC2AF475000,CCF0320A0020,福特,福克斯,2008,9,153900,88425,No,2015/4/25,450,820,55160,62200
马自达3 马自达3星骋-三厢 2.0 手自一体 豪华版,LVSHDFAC4BN509097,CFM0120A0031,马自达,马自达3,2011,9,153800,38788,No,2015/4/19,1100,560,67840,76000
朗逸 朗逸 1.6 手动 品轩进享版,LSVAJ2188B2272513,CSV0616M0032,大众,朗逸,2010,2,153300,74581,No,2015/3/10,2470,720,73080,82000
朗逸 朗逸 1.6 手自一体 品轩进享版,LSVAK218XB2352893,CSV0616A0033,大众,朗逸,2010,3,153300,59451,No,2015/6/28,,2620,63080,73000
轩逸 轩逸 1.6 自动 XL 豪华版,LGBH12E038Y046822,CDN0416A0006,日产,轩逸,2008,9,152800,110743,No,2015/5/30,1450,1740,46860,54000
骐达 骐达 1.6 自动 GS,LGBG22E076Y028149,CDN0616A0008,日产,骐达,2006,5,152800,190000,No,2015/6/3,14403,3520,22580,29000
英朗 英朗GT 1.6 手自一体 时尚版,LSGPB54U0BS247467,CGB0916A0014,别克,英朗,2010,6,152700,43814,No,2015/6/2,3443,1920,70980,81000
英朗 英朗GT 1.6 手自一体 时尚版,LSGPB54U3DD076611,CGB0916A0051,别克,英朗,2012,9,152700,23701,No,2015/6/4,1700,1200,78900,89000
英朗 英朗GT 1.6 手自一体 时尚版,LSGPB54U4BS028740,CGB0916A0014,别克,英朗,2010,6,152700,91265,No,2015/7/6,24749,9660,52440,69000
福克斯 福克斯-两厢 2.0 手动 豪华运动型,LVSHCAMC5EE634373,CCF0320M0026,福特,福克斯,2012,4,151900,13975,No,2015/2/15,,560,114640,128000
明锐 明锐 2.0 手自一体 逸仕版,LSVAB41Z472331887,CSS0120A0006,斯柯达,明锐,2007,6,151900,59193,No,2015/6/22,4548,880,36920,42000
逍客 逍客 2.0 手动 XL 火 两驱,LGBL2AE25DS036678,CDN0820M0016,日产,逍客,2012,4,151800,23788,No,2015/1/31,,0,101700,113000
逍客 逍客 2.0 手动 XL 火 两驱,LGBL2AE27CS015622,CDN0820M0014,日产,逍客,2012,4,151800,20965,No,2015/1/31,,0,90000,100000
逍客 逍客 2.0 手动 XL 火 两驱,LGBL2AE23BY018271,CDN0820M0010,日产,逍客,2011,1,151800,94091,No,2015/5/28,4470,1540,81260,92000
卡罗拉 卡罗拉 1.8 无级 GL-i 至酷特装版,LFMARE2C6C0385368,CFT0718C0032,丰田,卡罗拉,2013,3,151800,29002,No,2015/6/22,,1280,77020,87000
科鲁兹 科鲁兹 1.8 手自一体 SX,LSGPC53R3AF014099,CGX0518A0004,雪佛兰,科鲁兹,2010,11,151200,82401,No,2015/3/28,,970,69230,78000
科鲁兹 科鲁兹 1.8 手自一体 SX,LSGPC53R4AF153853,CGX0518A0004,雪佛兰,科鲁兹,2010,11,151200,61886,No,2015/4/25,1480,1210,65390,74000
高尔夫 高尔夫6 1.4TSI 双离合 舒适版,LFV2B21K3C3287862,CFV0314D0009,大众,高尔夫,2012,2,150800,42597,No,2015/4/18,,160,98840,110000
速腾 速腾 1.6 手自一体 舒适版,LFV2A21KXD4237605,CFV0516A0036,大众,速腾,2012,3,150800,14649,No,2015/7/5,27200,1340,102160,115000
轩逸 轩逸 1.8 无级 XL 豪华版,LGBH53E03DY011864,CDN0418C0008,日产,轩逸,2012,7,150000,70718,No,2015/2/27,1500,920,100780,113000
轩逸 轩逸 1.8 无级 XL 豪华版,LGBH53E01EY037803,CDN0418C0014,日产,轩逸,2012,7,150000,4500,No,2015/7/4,,560,109510,122300
科鲁兹 科鲁兹掀背 1.6T 手自一体 旗舰版,LSGPC64E7EF151683,CGX0516A0028,雪佛兰,科鲁兹,2013,9,149900,5017,No,2015/3/3,,0,108000,120000
英朗 英朗XT 1.6 手自一体 时尚版,LSGPB64U2CS106519,CGB0916A0025,别克,英朗,2011,12,149900,59242,No,2015/3/6,3660,560,79540,89000
英朗 英朗XT 1.6 手自一体 时尚版,LSGPB64U1BS258662,CGB0916A0018,别克,英朗,2011,12,149900,67208,No,2015/3/15,9350,1240,73460,83000
英朗 英朗XT 1.6 手自一体 时尚版,LSGPB64U4CS191783,CGB0916A0025,别克,英朗,2011,12,149900,20755,No,2015/5/30,4020,840,75660,85000
英朗 英朗XT 1.6 手自一体 时尚版,LSGPB64U6ED069465,CGB0916A0079,别克,英朗,2013,12,149900,8246,No,2015/5/30,,680,96520,108000
英朗 英朗XT 1.6 手自一体 时尚版,LSGPB64UXDD208981,CGB0916A0055,别克,英朗,2012,9,149900,11057,No,2015/6/22,,1040,81760,92000
英朗 英朗XT 1.6 手自一体 时尚版,LSGPB64U4DD031554,CGB0916A0055,别克,英朗,2012,9,149900,23510,No,2015/6/27,1500,1750,67550,77000
朗逸 朗逸 1.4TSI 双离合 蓝驱版,LSVN02183EN039730,CSV0614D0054,大众,朗逸,2013,11,149900,3100,No,2015/7/1,,640,112760,126000
英朗 英朗XT 1.6 手自一体 时尚版,LSGPB64U6DD067696,CGB0916A0055,别克,英朗,2012,9,149900,13490,No,2015/7/3,,1180,75320,85000
K3 K3 1.8 手自一体 Premium NAVI,LJDMAA233C0008964,CFZ1318A0015,起亚,K3,2014,7,149800,53372,No,2015/6/25,,1400,85000,96000
名图 名图 1.8 手自一体 GLS 智能版,LBECFAHB2EZ033640,CBH1218A0008,现代,名图,2013,11,149800,9671,No,2015/2/8,,0,123300,137000
高尔夫 高尔夫6 1.4TSI 双离合 舒适版,LFV2B21KBF3711815,CFV0314D0002,大众,高尔夫,2009,10,149800,9352,No,2015/2/15,,560,12040,14000
伊兰特 伊兰特 朗动 1.8 手自一体 DLX 尊贵型,LBEMDAHD9CZ003172,CBH1018A0001,现代,伊兰特,2012,8,149800,20719,No,2015/2/28,,700,94700,106000
高尔夫 高尔夫6 1.4TSI 双离合 舒适版,LFV2B21K6B3231543,CFV0314D0007,大众,高尔夫,2010,9,149800,67639,No,2015/3/8,,520,94880,106000
高尔夫 高尔夫6 1.4TSI 双离合 舒适版,LFV2B21K0B3223244,CFV0314D0007,大众,高尔夫,2010,9,149800,62051,No,2015/3/14,,660,93840,105000
高尔夫 高尔夫6 1.4TSI 双离合 舒适版,LFV2B21K7B3253969,CFV0314D0007,大众,高尔夫,2010,9,149800,36000,No,2015/3/24,,780,96240,107800
思域 思域 1.8 自动 EXi 舒适版,LVHFA1630A5065054,CDH0218A0031,本田,思域,2009,1,149800,87428,No,2015/4/13,,430,65270,73000
高尔夫 高尔夫 1.6 手动 时尚版,LFVBB11JX43008975,CFV0316M0004,大众,高尔夫,2003,8,149800,215810,No,2015/4/19,13710,1390,23810,28000
思域 思域 1.8 自动 EXi 精致升华型,LVHFA1632B5056678,CDH0218A0042,本田,思域,2011,3,149800,54647,No,2015/4/26,750,520,73280,82000
550 550S 1.8 手自一体 DVVT 启臻版,LSJW26H32AS073686,CRW0218A0038,荣威,550,2009,10,149800,27205,No,2015/5/1,600,560,52540,59000
福克斯 福克斯-三厢 1.8 手自一体 时尚型,LVSFCFAE96F029343,CCF0318A0003,福特,福克斯,2005,9,149800,78117,No,2015/5/7,,4780,24920,33000
福克斯 福克斯-两厢 1.8 手自一体 时尚型,LVSFCAAE66F061878,CCF0318A0002,福特,福克斯,2006,8,149800,111111,No,2015/5/20,,1360,22040,26000
速腾 速腾 1.6 手自一体 舒适版,LFV2A21K093049320,CFV0516A0015,大众,速腾,2009,9,149800,60865,No,2015/5/21,3410,880,65720,74000
思域 思域 1.8 自动 EXi 舒适版,LVHFA1616B5052664,CDH0218A0035,本田,思域,2009,1,149800,30433,No,2015/6/3,,2360,64240,74000
550 550S 1.8 手自一体 DVVT 启臻版,LSJW26H3XAS042783,CRW0218A0038,荣威,550,2009,10,149800,47763,No,2015/6/8,8050,1120,41180,47000
凌派 凌派 1.8 自动 旗舰版,LHGGJ5672E2000418,CGH0718A0009,本田,凌派,2013,6,149800,7760,No,2015/6/9,6500,1240,94160,106000
思域 思域 1.8 自动 EXi 舒适版,LVHFA1616B505266R,CDH0218A0035,本田,思域,2009,1,149800,31021,No,2015/6/12,,1260,66240,75000
绅宝 绅宝 2.0T 手自一体 舒适版,LNBSCCBK5DF017835,CBS0120A0010,绅宝,绅宝,2013,5,149800,63583,No,2015/6/17,,1520,62830,71500
绅宝 绅宝 2.0T 手自一体 舒适版,LNBSCCBKXDF017913,CBS0120A0010,绅宝,绅宝,2013,5,149800,59734,No,2015/6/17,,1700,63100,72000
550 550S 1.8 手自一体 DVVT 启臻版,LSJW26H34CS018661,CRW0218A0067,荣威,550,2011,6,149800,40715,No,2015/6/20,2690,1920,61980,71000
高尔夫 高尔夫6 1.4TSI 双离合 舒适版,LFV2B21K0B3223244,CFV0314D0007,大众,高尔夫,2010,9,149800,68249,No,2015/6/21,,660,91140,102000
思域 思域 1.8 自动 EXi 舒适版,LVHFA163395027510,CDH0218A0025,本田,思域,2009,1,149800,137000,No,2015/6/22,640,1400,52600,60000
高尔夫 高尔夫6 1.4TSI 双离合 舒适版,LFV2B21K3B3285396,CFV0314D0007,大众,高尔夫,2010,9,149800,89393,No,2015/6/28,1600,1930,90950,103200
高尔夫 高尔夫 1.6 手动 时尚版,LFVBB11J133212000,CFV0316M0001,大众,高尔夫,2003,8,149800,162720,No,2015/6/30,,1600,20900,25000
明锐 明锐 1.6 手自一体 逸俊版,LSVN221Z3E2024925,CSS0116A0045,斯柯达,明锐,2012,7,149600,15587,No,2015/5/5,,1220,100930,113500
明锐 明锐 1.6 手自一体 逸俊版(节能补贴),LSVNY41Z1B2719409,CSS0116A0041,斯柯达,明锐,2012,1,149000,49108,No,2015/5/20,2800,640,74060,83000
明锐 明锐 1.6 手自一体 逸俊版,LSVNW41Z9A2750086,CSS0116A0021,斯柯达,明锐,2010,4,149000,91843,No,2015/6/6,1505,2210,59890,69000
科鲁兹 科鲁兹 1.8 手自一体 SX,LSGPC53RX9F004892,CGX0518A0001,雪佛兰,科鲁兹,2009,4,148900,115984,No,2015/4/12,1600,1210,59090,67000
科鲁兹 科鲁兹 1.8 手自一体 SX,LSGPC53R29F023937,CGX0518A0001,雪佛兰,科鲁兹,2009,4,148900,64400,No,2015/4/26,7300,1390,58010,66000
科鲁兹 科鲁兹 1.8 手自一体 SX,LSGPC53RX9F004892,CGX0518A0001,雪佛兰,科鲁兹,2009,4,148900,116966,No,2015/5/14,2520,1670,57730,66000
科鲁兹 科鲁兹 1.8 手自一体 SX,LSGPC53R79F004901,CGX0518A0001,雪佛兰,科鲁兹,2009,4,148900,54382,No,2015/6/20,1570,1920,54780,63000
K4 K4 1.8 手自一体 GLS,LJDTAA235F0049323,CFZ1418A0010,起亚,K4,2014,9,148800,100,No,2015/5/25,,0,108000,120000
速腾 速腾 1.4TSI 手动 技术版,LFV2A11K8B3005937,CFV0514M0007,大众,速腾,2010,11,148800,89692,No,2015/6/20,10000,5068,70532,84000
明锐 明锐 1.6 手自一体 五周年典藏版,LSVN221Z0C2083055,CSS0116A0039,斯柯达,明锐,2012,8,148400,42139,No,2015/3/7,,360,81540,91000
明锐 明锐 1.6 手自一体 五周年典藏版,LSVN221Z1C2112790,CSS0116A0039,斯柯达,明锐,2012,8,148400,28658,No,2015/5/23,,640,85760,96000
宝来 宝来 1.6 手动 基本版,LFVBA11J043040109,CFV0216M0004,大众,宝来,2002,1,148000,110260,No,2015/4/22,2427,1660,21740,26000
桑塔纳 桑塔纳3000 1.8 手动 超越者 舒适版,LSVJH133142141031,CSV0118M0112,大众,桑塔纳,2004,3,148000,236050,No,2015/5/1,580,2590,13610,18000
福克斯 福克斯-两厢 2.0 手动 运动型,LVSHCAMC29F468104,CCF0320M0011,福特,福克斯,2008,9,147900,40388,No,2015/1/30,8035,0,55800,62000
速腾 速腾 1.6 手自一体 舒适版,LFV2A21K2B3062155,CFV0516A0026,大众,速腾,2010,11,147800,41516,No,2015/2/1,8730,480,86820,97000
宝来 宝来 1.4TSI 双离合 豪华版,LFV2A2154B3608030,CFV0214D0007,大众,宝来,2010,6,147800,45130,No,2015/3/3,1780,690,79410,89000
卡罗拉 卡罗拉 1.8 无级 GL-i,LFMARE2C2B0327045,CFT0718C0007,丰田,卡罗拉,2010,9,147800,12047,No,2015/3/14,1700,380,78820,88000
卡罗拉 卡罗拉 1.8 无级 GL-i,LFMARE2C7B0325484,CFT0718C0007,丰田,卡罗拉,2010,9,147800,66913,No,2015/6/8,,1120,66380,75000
速腾 速腾 1.6 手自一体 舒适版,LFV2A21K8B3063133,CFV0516A0026,大众,速腾,2010,11,147800,42744,No,2015/6/16,4075,1000,82700,93000
明锐 明锐 1.4TSI 手动 逸俊版,LSVNP41Z9C2037382,CSS0114M0005,斯柯达,明锐,2011,8,147000,132302,No,2015/3/29,,500,80500,90000
朗逸 朗逸 1.6 手自一体 豪华版(改款),LSVNV6182E2225091,CSV0616A0085,大众,朗逸,2013,4,146900,444,No,2015/7/2,,0,105300,117000
朗逸 朗逸 1.4TSI 双离合 品雅版,LSVAD2183B2233254,CSV0614D0006,大众,朗逸,2010,8,146800,69058,No,2015/4/19,,460,76940,86000
307 307-三厢 2.0 手动 驾御版,LDC913W2350159371,CSP0120M0003,标致,307,2005,10,146800,230302,No,2015/5/24,,2330,15670,20000
宝来 宝来 1.4TSI 双离合 Sportline,LFV2A2159B3522230,CFV0214D0004,大众,宝来,2010,10,146800,63000,No,2015/6/12,1440,1490,75010,85000
宝来 宝来 1.4TSI 双离合 豪华版,LFV2A2152C3645336,CFV0214D0009,大众,宝来,2011,9,146500,43592,No,2015/2/26,2500,0,100800,112000
轩逸 轩逸 1.6 自动 XL 豪华天窗版,LGBH12E069Y069920,CDN0416A0016,日产,轩逸,2009,4,145800,90486,No,2015/5/15,7929.77,1030,52070,59000
轩逸 轩逸 1.6 自动 XL 豪华天窗版,LGBH12E03AY141712,CDN0416A0028,日产,轩逸,2009,4,145800,115827,No,2015/5/20,20639,1000,57500,65000
轩逸 轩逸 1.6 自动 XL 豪华天窗版,LGBH12E02BY185279,CDN0416A0032,日产,轩逸,2009,4,145800,34647,No,2015/5/22,1360,620,61480,69000
轩逸 轩逸 1.6 自动 XL 豪华天窗版,LGBH12E08BY198067,CDN0416A0032,日产,轩逸,2009,4,145800,40040,No,2015/5/23,2721,1160,63640,72000
轩逸 轩逸 1.6 自动 XL 豪华天窗版,LGBH12E08AY127255,CDN0416A0028,日产,轩逸,2009,4,145800,77277,No,2015/6/3,93582,2020,49280,57000
轩逸 轩逸 1.6 自动 XL 豪华天窗版,LGBH12E07AY153071,CDN0416A0028,日产,轩逸,2009,4,145800,61050,No,2015/6/7,3014,1040,61960,70000
朗逸 朗逸 1.6 手自一体 品轩版,LSVAK218XB2352893,CSV0616A0025,大众,朗逸,2010,8,145800,58388,No,2015/6/9,,2380,65120,75000
骏逸 骏逸 1.8 手动 XL 舒适型,LGBJB3E789Y007718,CDN0718M0013,日产,骏逸,2008,1,145800,204010,No,2015/6/19,,6490,24110,34000
轩逸 轩逸 1.6 自动 XL 豪华天窗版,LGBH12E09AY166419,CDN0416A0028,日产,轩逸,2009,4,145800,60213,No,2015/6/26,8900,3350,60550,71000
轩逸 轩逸 1.6 自动 XL 豪华天窗版,LGBH12E07AY153071,CDN0416A0028,日产,轩逸,2009,4,145800,62027,No,2015/7/4,3014,1200,58200,66000
景程 景程 1.8 手动 SX 豪华版,LSGVA54R5BY058932,CGX0218M0019,雪佛兰,景程,2010,11,144900,116564,No,2015/4/16,,1000,45800,52000
骐达 骐达 1.6 自动 智能NISMO运动版,LGBG22E039Y181518,CDN0616A0110,日产,骐达,2008,12,144800,69693,No,2015/5/4,3240,2220,49980,58000
福克斯 福克斯-三厢 1.6 双离合 风尚型,LVSHCFDB9EE626443,CCF0316D0014,福特,福克斯,2012,4,143900,10120,No,2015/1/30,2230,0,110700,123000
福克斯 福克斯-两厢 1.6 双离合 风尚型,LVSHCADB8CE109456,CCF0316D0002,福特,福克斯,2012,4,143900,36000,No,2015/3/11,,730,96470,108000
408 408 2.0 手自一体 舒适版,LDC943X49D1524541,CDP0220A0004,标致,408,2012,10,143900,24122,No,2015/5/21,2000,220,75380,84000
福克斯 福克斯-两厢 1.6 双离合 风尚型,LVSHCADB0EE561999,CCF0316D0012,福特,福克斯,2012,4,143900,23490,No,2015/5/24,3333,160,98840,110000
福克斯 福克斯-两厢 1.6 双离合 风尚型,LVSHCADB1FE022504,CCF0316D0017,福特,福克斯,2012,4,143900,3693,No,2015/6/28,,640,100610,112500
K3 K3S 1.6 手自一体 Premium NAVI,LJDSAA123E0001435,CFZ1316A0021,起亚,K3,2014,4,143800,15615,No,2015/6/6,2352,560,96640,108000
传祺 传祺 2.0 手自一体 精英版,LMGBH1G51B1012514,CGC0120A0006,传祺,传祺,2010,12,143800,17746,No,2015/4/11,,480,65220,73000
朗逸 朗逸 1.4TSI 手动 品轩版,LSVAC218XC2077413,CSV0614M0009,大众,朗逸,2010,8,143800,53047,No,2015/6/9,8300,100,74600,83000
K3 K3S 1.6 手自一体 Premium,LJDSAA124E0001332,CFZ1316A0027,起亚,K3,2014,4,143800,1363,No,2015/7/1,,420,100380,112000
瑞风 瑞风I 2.4 手动 标准型5-8座,LJ16AA33187008478,CJC0124M0096,江淮,瑞风,2008,1,143000,91011,No,2015/3/25,,410,31990,36000
宝来 宝来 1.4TSI 双离合 舒适版,LFV2A2151A3059143,CFV0214D0001,大众,宝来,2010,6,142800,90337,No,2015/7/1,13750,2360,59740,69000
308 308 2.0 手自一体 尊尚型,LDC953X32B1758344,CSP0620A0002,标致,308,2011,10,141900,30575,No,2015/3/30,,600,81300,91000
408 408 2.0 手自一体 舒适版,LDC943X39B2754644,CSP0420A0005,标致,408,2011,5,141900,51749,No,2015/4/12,41244,1200,61800,70000
索纳塔 索纳塔 2.0 手动 GLS 舒适型,LBESCCBH05X100874,CBH0120M0010,现代,索纳塔,2005,1,141800,223176,No,2015/3/23,,1400,23800,28000
思域 思域 1.8 手动 EXi 舒适版,LVHFA1534A5028834,CDH0218M0029,本田,思域,2009,1,141800,23013,No,2015/6/15,,1240,57260,65000
福克斯 福克斯-三厢 1.8 手自一体 豪华型,LVSHCFAE7BF720759,CCF0318A0039,福特,福克斯,2010,6,140800,51634,No,2015/4/10,4750,580,61520,69000
福克斯 福克斯-三厢 1.8 手自一体 豪华型,LVSHCFAE5BF702423,CCF0318A0039,福特,福克斯,2010,6,140800,21573,No,2015/4/13,,700,68600,77000
卡罗拉 卡罗拉 1.6 自动 GL 炫装版,LFMAPE2C1C0370573,CFT0716A0019,丰田,卡罗拉,2012,3,140800,41000,No,2015/4/19,2760,0,72900,81000
卡罗拉 卡罗拉 1.6 自动 GL 炫装版,LFMAPE2C4C0426943,CFT0716A0019,丰田,卡罗拉,2012,3,140800,24212,No,2015/6/30,3393,720,76680,86000
明锐 明锐 1.6 手自一体 逸杰版,LSVN241Z8C2144647,CSS0116A0035,斯柯达,明锐,2011,8,140500,36600,No,2015/6/28,6780,2140,76160,87000
景程 景程 1.8 手自一体 SE 舒适版,LSGVA54R6AY212157,CGX0218A0007,雪佛兰,景程,2009,9,139900,87533,No,2015/4/7,,870,44130,50000
景程 景程 1.8 手自一体 SE 舒适版,LSGVA54R5AY239480,CGX0218A0007,雪佛兰,景程,2009,9,139900,83623,No,2015/4/12,,980,49420,56000
明锐 明锐 1.6 手动 逸俊版,LSVAE25EXEN071915,CSS0116M0063,斯柯达,明锐,2014,5,139900,7105,No,2015/6/26,,1220,95980,108000
卡罗拉 卡罗拉 1.8 手动 GL-i 天窗特别版,LFMARE2C390224663,CFT0718M0037,丰田,卡罗拉,2008,5,139800,80255,No,2015/1/30,2312.92,120,55680,62000
逍客 逍客 1.6 手动 XE 风 两驱,LGBL22E24EY028382,CDN0816M0011,日产,逍客,2012,4,139800,4667,No,2015/2/1,,320,95080,106000
福克斯 福克斯-两厢 1.8 手自一体 时尚型,LVSFCAAE48F224367,CCF0318A0010,福特,福克斯,2007,3,139800,63690,No,2015/3/13,6330,830,39670,45000
福克斯 福克斯-两厢 1.8 手自一体 时尚型,LVSFCAAE68F278155,CCF0318A0010,福特,福克斯,2007,3,139800,66376,No,2015/3/14,,660,38040,43000
骐达 骐达 1.6 自动 GE 智能型,LGBG22E027Y097199,CDN0616A0046,日产,骐达,2007,6,139800,174111,No,2015/3/19,,1810,34190,40000
颐达 颐达 1.6 自动 JE,LGBG12E006Y041506,CDN0516A0007,日产,颐达,2006,5,139800,99404,No,2015/4/11,1650,4340,25360,33000
凯越 凯越 1.6 自动 导航版,LSGJA52UX8H110909,CGB0516A0019,别克,凯越,2008,5,139800,80627,No,2015/4/12,8967,1390,40010,46000
圣达菲 圣达菲C9 1.8T 手动 豪华型,LRH12R2B190001810,CHT0318M0006,华泰,圣达菲,2009,9,139800,86320,No,2015/5/6,,4880,29320,38000
凯越 凯越 1.6 自动 导航版,LSGJA52U3AS034684,CGB0516A0040,别克,凯越,2008,5,139800,43541,No,2015/5/22,,2160,45540,53000
550 550 1.8 手自一体 DVVT 启智版,LSJW26H309S045512,CRW0218A0012,荣威,550,2009,2,139800,34839,No,2015/5/24,,780,48720,55000
550 550S 1.8 手自一体 DVVT 超值版,LSJW26H34CS058027,CRW0218A0069,荣威,550,2011,6,139800,48860,No,2015/5/30,2000,880,66620,75000
高尔夫 高尔夫6 1.6 双离合 舒适版,LFV2B21K2A3238942,CFV0316D0005,大众,高尔夫,2009,10,139800,52634,No,2015/6/4,,1120,75380,85000
索纳塔 索纳塔 2.0 手动 GL 标准型,LBEEFAJB36X146674,CBH0120M0020,现代,索纳塔,2006,1,139800,294474,No,2015/6/8,7200,8500,11300,22000
思域 思域 1.8 自动 EXi 舒适版,LVHFB2640D5025766,CDH0218A0052,本田,思域,2011,10,139800,34279,No,2015/6/16,22950,200,92500,103000
卡罗拉 卡罗拉 1.8 手动 GL-i 天窗特别版,LFMARE2C6A0279337,CFT0718M0053,丰田,卡罗拉,2008,5,139800,180186,No,2015/6/22,,1720,55880,64000
卡罗拉 卡罗拉 1.8 手动 GL-i 天窗特别版,LFMARE2C890218793,CFT0718M0037,丰田,卡罗拉,2008,5,139800,244444,No,2015/6/30,,2380,45320,53000
花冠 花冠 1.8 手动 GL-i,LFMAC22C960794419,CFT0618M0017,丰田,花冠,2005,1,139800,76327,No,2015/7/4,140,2180,26620,32000
逍客 逍客 1.6 手动 XE 风 两驱,LGBL22E26CS013284,CDN0816M0009,日产,逍客,2012,4,139800,18839,No,2015/7/5,,420,76080,85000
富康 富康 1.6 手动 988 EXCB,LDC333E2610005622,CSX0116M0026,雪铁龙,富康,2001,1,139000,380760,No,2015/6/8,4193,0,1800,2000
卡罗拉 卡罗拉 1.6 自动 GL 天窗版,LFMAPE2C3B0292683,CFT0716A0015,丰田,卡罗拉,2010,9,138800,88557,No,2015/1/31,9066,640,69560,78000
速腾 速腾 1.6 手动 舒适版,LFV2A11K7D4228709,CFV0516M0035,大众,速腾,2012,3,138800,34251,No,2015/3/6,1980,120,111480,124000
速腾 速腾 1.6 手动 舒适版,LFV2A11K193070316,CFV0516M0015,大众,速腾,2009,9,138800,96051,No,2015/3/7,,200,60100,67000
速腾 速腾 1.6 手动 时尚版,LFV2A11K783040445,CFV0516M0006,大众,速腾,2006,4,138800,117606,No,2015/4/7,667,368,55432,62000
速腾 速腾 1.6 手动 时尚版,LFV2A11K173075531,CFV0516M0004,大众,速腾,2006,4,138800,64490,No,2015/4/27,3139,1040,54040,61200
驭胜 驭胜 2.4T 手动 两驱豪华型7座柴油版,LEFCJDBB6BHP30355,CJL0424M0009,江铃,驭胜,2010,12,138800,110980,No,2015/5/7,16206,1440,43560,50000
B70 B70 2.0 手动 精英型,LFPH4ACC1A1E48782,CBE0120M0033,奔腾,B70,2009,9,138800,37778,No,2015/5/19,12438,1540,43460,50000
速腾 速腾 1.6 手动 时尚版,LFV2A11K573001979,CFV0516M0004,大众,速腾,2006,4,138800,89435,No,2015/5/24,3543,3330,41670,50000
速腾 速腾 1.6 手动 舒适版,LFV2A11K6C4157887,CFV0516M0028,大众,速腾,2012,3,138800,57867,No,2015/5/29,1000,1280,84220,95000
B70 B70 2.0 手动 精英型,LFPH4ACC091A08578,CBE0120M0020,奔腾,B70,2008,10,138800,131117,No,2015/6/2,,4980,37320,47000
